"grantID","acronym","title","startdate","enddate","callidentifier","ecsc39","funding_level_0","organization"
"318497","SEMAGROW","SemaGrow: Data intensive techniques to boost the real-time performance of global agricultural data infrastructures","2012-11-01","2015-10-31","FP7-ICT-2011-8","false","FP7","KNOW"
"283770","AGINFRA","A data infrastructure to support agricultural scientific communities","2011-10-15","2015-02-14","FP7-INFRASTRUCTURES-2011-2","false","FP7","KNOW"
"296150","CODE","Commercially empowered Linked Open Data Ecosystems in Research","2012-05-01","2014-04-30","FP7-ICT-2011-SME-DCL","false","FP7","KNOW"
"269180","WIQ-EI","Web Information Quality Evaluation Initiative","2011-06-01","2015-05-31","FP7-PEOPLE-2010-IRSES","false","FP7","KNOW"
"308429","WESENSEIT","WeSenseIT: Citizen Observatory of Water","2012-10-01","2016-09-30","FP7-ENV-2012-two-stage","true","FP7","KNOW"
"600601","EEXCESS","Enhancing Europe’s eXchange in Cultural Educational and Scientific Resource","2013-02-01","2016-07-31","FP7-ICT-2011-9","false","FP7","KNOW"
"257617","MIRROR","MIRROR - Reflective Learning at Work","2010-07-01","2014-06-30","FP7-ICT-2009-5","false","FP7","KNOW"
"231913","STELLAR","Sustaining Technology Enhanced Learning Large-scale multidisciplinary Research","2009-02-01","2012-05-31","FP7-ICT-2007-3","false","FP7","KNOW"
"289461","GRASSMARGINS","Enhancing biomass production from marginal lands with perennial grasses","2011-10-01","2015-09-30","FP7-KBBE-2011-5","false","FP7","KNOW"
"215068","ALL-TIMES","Integrating European Timing Analysis Technology","2007-12-01","2010-02-28","FP7-ICT-2007-1","false","FP7","KNOW"
"619532","EPPICS","Event Prediction and Decision Support based on Huge Data from Physical-Social Systems","2014-02-01","2017-01-31","FP7-ICT-2013-11","true","FP7","KNOW"
"261389","EVAL-HEALTH","DEVELOPING AND TESTING OF NEW METHODOLOGIES TO MONITOR AND EVALUATE HEALTH RELATED EU-FUNDED INTERVENTIONS IN COOPERATION PARTNER COUNTRIES","2011-01-01","2013-12-31","FP7-HEALTH-2010-single-stage","true","FP7","KNOW"
"254944","SIGMACADE","Subdivision based IsoGeometric Modelling Applied to Computer Aided Design and Engineering","2011-03-01","2014-06-28","FP7-PEOPLE-2009-IEF","false","FP7","TU GRAZ"
"302228","ITRIS","Interaction Trichoderma-Stenotrophomonas and its effect on plant growth and health","2013-06-01","2015-05-31","FP7-PEOPLE-2011-IEF","false","FP7","TU GRAZ"
"626889","THREE-S","Smart multi Stimuli-responsive Supports for controlled cell growth","2014-05-01","2016-04-30","FP7-PEOPLE-2013-IIF","false","FP7","TU GRAZ"
"618158","PHOTOPATTTOCELL","Photopatterning of Cellulose Films for Creation of 2- and 3-Dimensional Nanostructures","2013-09-01","2016-08-31","FP7-PEOPLE-2013-CIG","false","FP7","TU GRAZ"
"331239","YOUTH","Adolescent age estimation from magnetic resonance images","2013-05-02","2015-05-01","FP7-PEOPLE-2012-IEF","false","FP7","TU GRAZ"
"267233","OXYGEN","How oxygen regulates the structure and function of microbial ecosystems","2011-04-01","2016-03-31","ERC-2010-AdG_20100224","false","FP7","TU GRAZ"
"251514","TEAM","Transferring knowledgE on Academic knowledge Management","2010-07-01","2014-06-30","FP7-PEOPLE-2009-IAPP","false","FP7","TU GRAZ"
"278084","DAFNE","Development of gamma-TiAl forgings in a low-cost near conventional hot-die process and process evaluation","2011-04-01","2014-09-30","SP1-JTI-CS-2010-04","false","FP7","TU GRAZ"
"230224","CASOPT","Controlled Component and Assembly-Level Optimization of Industrial Devices","2009-04-01","2013-03-31","FP7-PEOPLE-IAPP-2008","false","FP7","TU GRAZ"
"233666","EUROTURBO 8","Support to Eighth European Conference on Turbomachinery – Fluid Dynamics and Thermodynamics, Graz, March 2009","2008-05-08","2009-05-07","FP7-AAT-2008-RTD-1","false","FP7","TU GRAZ"
"224017","ICT-ENSURE","European ICT Environmental Sustainability Research","2008-05-01","2010-04-30","FP7-ICT-2007-2","false","FP7","TU GRAZ"
"604656","NANOSIM","A Multiscale Simulation-Based Design Platform for Cost-Effective CO2 Capture Processes using Nano-Structured Materials (NanoSim)","2014-01-01","2017-12-31","FP7-NMP-2013-SMALL-7","false","FP7","TU GRAZ"
"225354","SERON","Security of Road Transport Networks","2009-11-01","2012-10-31","FP7-ICT-SEC-2007-1","false","FP7","TU GRAZ"
"248320","FUTURE BNCI","Future Directions in Brain/Neuronal Computer Interaction (BNCI) Research","2010-01-01","2011-12-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"619762","LEAS BOX","Tools for Competence-Centred, Multi-Source Learning Analytics","2014-03-01","2016-12-31","FP7-ICT-2013-11","false","FP7","TU GRAZ"
"257433","SEPIA","Secure, Embedded Platform with advanced Process Isolation and Anonymity Capabilities","2010-06-01","2013-05-31","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"246977","NUMSIM","Numerical simulation in technical sciences","2010-11-01","2014-10-31","FP7-PEOPLE-2009-IRSES","false","FP7","TU GRAZ"
"316959","DOHIP","Training Program for the Design of Resource and Energy Efficient Products by High Pressure Processes","2013-02-01","2017-01-31","FP7-PEOPLE-2012-ITN","false","FP7","TU GRAZ"
"224416","HYDROSYS","HYDROSYS: Advanced spatial analysis tools for on-site environmental monitoring and management","2008-06-01","2011-05-31","FP7-ICT-2007-2","false","FP7","TU GRAZ"
"232172","BIOSURF","Development and implementation of a contact biocide polymer for its application as antimicrobial and anti-deposit surfaces in the food industry","2009-06-01","2011-08-31","FP7-SME-2008-1","false","FP7","TU GRAZ"
"251304","REAL-SMART","Using real-time measurements for monitoring and management of power transmission dynamics for the Smart Grid","2010-09-01","2014-08-31","FP7-PEOPLE-2009-IAPP","false","FP7","TU GRAZ"
"268189","EU-ULTRALOWDUST","Next generation small-scale biomass combustion technologies with ultra-low emissions","2011-01-01","2014-03-31","FP7-ENERGY-2010-2","false","FP7","TU GRAZ"
"317826","RELYONIT","Research by Experimentation for Dependability on the Internet of Things","2012-10-01","2015-01-31","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"247708","SUDPLAN","Sustainable Urban Development Planner for Climate Change Adaptation","2010-01-01","2012-12-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"256850","H2FC-LCA","Development of Guidance Manual for LCA application to Fuel cells and Hydrogen technologies","2010-10-01","2011-09-30","FCH-JU-2009-1","false","FP7","TU GRAZ"
"266074","SMARTBATT","Smart and Safe Integration of Batteries in Electric Vehicles","2011-01-01","2013-03-31","FP7-SST-2010-RTD-1","false","FP7","TU GRAZ"
"216676","ECRYPT II","European Network of Excellence in Cryptology - Phase II","2008-08-01","2013-01-31","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"245084","ANIMPOL","Biotechnological conversion of carbon containing wastes for eco-efficient production of high added value products","2010-01-01","2012-12-31","FP7-KBBE-2009-3","false","FP7","TU GRAZ"
"248277","DRAGON","Design methods for Radio Architectures GOing Nanoscale","2010-02-01","2013-05-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"216474","COPPER","Copper Interconnects for Advanced Performance and Reliability","2008-01-01","2010-11-30","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"318622","COLOMBO","Cooperative Self-Organizing System for low Carbon Mobility at low Penetration Rates","2012-11-01","2015-10-31","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"231267","ORGANIC","Self-organized recurrent neural learning for language processing","2009-04-01","2012-03-31","FP7-ICT-2007-3","true","FP7","TU GRAZ"
"248613","DIAMOND","Diagnosis, Error Modelling and Correction for Reliable Systems Design","2010-01-01","2012-12-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"606464","BIOCHIPFEEDING","Wood chip feeding technology of the future for small-scale biomass boilers","2013-10-01","2015-09-30","FP7-SME-2013","false","FP7","TU GRAZ"
"610436","MATTHEW","Multi-entity-security using active Transmission Technology for improved Handling of Exportable security credentials Without privacy restrictions","2013-11-01","2016-10-31","FP7-ICT-2013-10","false","FP7","TU GRAZ"
"288566","BACKHOME","Brain-neural computer interfaces on track to home – Development of a practical generation of BNCI for independent home use","2012-01-01","2015-06-30","FP7-ICT-2011-7","false","FP7","TU GRAZ"
"613633","SUSY","Sucrose Synthase as Cost-Effective Mediator of Glycosylation Reactions","2013-09-01","2017-08-31","FP7-KBBE-2013-7-single-stage","false","FP7","TU GRAZ"
"600545","3D-PITOTI","3D acquisition, processing and presentation of prehistoric European rock-art","2013-03-01","2016-02-29","FP7-ICT-2011-9","false","FP7","TU GRAZ"
"243914","BRAIN-I-NETS","Novel Brain-Inspired Learning Paradigms for  Large-Scale Neuronal Networks","2010-01-01","2012-12-31","FP7-ICT-2009-C","false","FP7","TU GRAZ"
"608104","EUROMBR","European network for innovative microbioreactor applications in bioprocess development","2013-11-01","2017-10-31","FP7-PEOPLE-2013-ITN","false","FP7","TU GRAZ"
"216593","SECO","Self-Constructing Computing Systems","2008-03-01","2013-02-28","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"288121","DIRHA","Distant-speech Interaction for Robust Home Applications","2012-01-01","2014-12-31","FP7-ICT-2011-7","true","FP7","TU GRAZ"
"614141","SENSEOCEAN","SenseOCEAN: Marine sensors for the 21st Century","2013-10-01","2017-09-30","FP7-OCEAN-2013","true","FP7","TU GRAZ"
"287774","ABC","Augmented BNCI Communication","2011-11-01","2015-01-31","FP7-ICT-2011-7","false","FP7","TU GRAZ"
"248537","PEBBLE","POSITIVE-ENERGY BUILDINGS  THRU BETTER CONTROL DECISIONS","2010-01-01","2012-12-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"282825","MACSHEEP","New Materials and Control for a next generation of compact combined Solar and heat pump systems  with boosted energetic and exergetic performance","2012-01-02","2016-01-01","FP7-ENERGY-2011-1","true","FP7","TU GRAZ"
"269973","CULTURA","CULTivating Understanding and Research through Adaptivity","2011-02-01","2014-01-31","FP7-ICT-2009-6","false","FP7","TU GRAZ"
"248782","SCATH","Smart Catheterization","2010-02-01","2013-01-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"610886","CLINICIMPPACT","Clinical Intervention Modelling, Planning and Proof for Ablation Cancer Treatment","2014-02-01","2017-07-31","FP7-ICT-2013-10","false","FP7","TU GRAZ"
"223877","IMPPACT","Image-based Multi-scale Physiological Planning for Ablation Cancer Treatment","2008-09-01","2011-12-31","FP7-ICT-2007-2","false","FP7","TU GRAZ"
"601139","CULTAR","Culturally Enhanced Augmented Realities","2013-01-01","2015-12-31","FP7-ICT-2011-9","false","FP7","TU GRAZ"
"289253","REFINE","REnewable FunctIoNal matErial – Training material scientists for a sustainable polymer industry","2012-01-01","2015-12-31","FP7-PEOPLE-2011-ITN","false","FP7","TU GRAZ"
"206707","CAEC","Continuous Annular Electro-Chromatography","2008-09-01","2012-08-31","FP7-NMP-2007-SMALL-1","false","FP7","TU GRAZ"
"257639","ALICE","Adaptive Learning via Intuitive/Interactive, Collaborative and Emotional systems","2010-06-01","2012-07-31","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"212281","OXYGREEN","Effective redesign of oxidative enzymes for green chemistry","2008-05-01","2013-04-30","FP7-KBBE-2007-1","false","FP7","TU GRAZ"
"224327","CHOSEN","Cooperative Hybrid Objects in SEnsor Networks","2008-06-01","2011-11-30","FP7-ICT-2007-2","false","FP7","TU GRAZ"
"257831","IMREAL","Immersive Reflective Experience-based Adaptive Learning","2010-10-01","2013-09-30","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"258630","GINI-SA","Global Identity Networking of Individuals - Support Action","2010-06-01","2012-10-31","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"248311","AMARSI","Adaptive Modular Architecture for Rich Motor Skills","2010-03-01","2014-02-28","FP7-ICT-2009-4","true","FP7","TU GRAZ"
"314265","SAFEEV","Safe Small Electric Vehicles through Advanced Simulation Methodologies","2012-10-01","2015-09-30","FP7-SST-2012-RTD-1","false","FP7","TU GRAZ"
"295568","COMTES","Combined development of compact thermal energy storage technologies","2012-04-01","2016-03-31","FP7-ENERGY-2011-2","false","FP7","TU GRAZ"
"308427","OMNISCIENTIS","Odour MoNitoring and Information System based on CItizEN and Technology Innovative Sensors","2012-10-01","2014-09-30","FP7-ENV-2012-two-stage","true","FP7","TU GRAZ"
"247447","BRAINABLE","Autonomy and social inclusion through mixed reality Brain-Computer Interfaces: Connecting the disabled to their physical and social world","2010-01-01","2012-12-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"217069","COCONUT","A Correct-by-Construction Workbench for Design and Verification of Embedded Systems","2008-01-01","2010-06-30","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"285010","RECOBIA","REduction of COgnitive BIAses in Intelligence Analysis","2012-02-01","2015-01-31","FP7-SEC-2011-1","false","FP7","TU GRAZ"
"258754","TAMPRES","TAMper Resistant Sensor node","2010-10-01","2013-12-31","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"247919","DECODER","Deployment of Brain-Computer Interfaces for the Detection of Consciousness in Non-Responsive Patients","2010-02-01","2013-04-30","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"614002","SCHEMA","INTEGRATED IN SITU CHEMICAL MAPPING PROBES","2013-10-01","2017-09-30","FP7-OCEAN-2013","true","FP7","TU GRAZ"
"238531","BIOTRAINS","A EUROPEAN BIOTECHNOLOGY TRAINING NETWORK FOR THE SUPPORT OF CHEMICAL MANUFACTURING","2009-07-01","2013-06-30","FP7-PEOPLE-ITN-2008","false","FP7","TU GRAZ"
"264772","CHEBANA","Chemical Bioanalysis","2010-12-01","2014-11-30","FP7-PEOPLE-2010-ITN","false","FP7","TU GRAZ"
"318499","WESPOT","Working Environment with Social and Personal Open Tools for inquiry based learning.","2012-10-01","2015-09-30","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"309916","Z-ULTRA","Z phase strengthened steels for ultra-supercritical power plants","2013-02-01","2016-07-31","FP7-NMP-2012-SMALL-6","false","FP7","TU GRAZ"
"317753","STANCE","A Source code analysis Toolbox for software security AssuraNCE","2012-10-01","2016-03-31","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"621216","SECOND ACT","Simulation, Statistics and Experiments Coupled to develop Optimized aNd Durable µCHP systems using ACcelerated Tests.","2014-05-01","2017-10-31","FCH-JU-2013-1","false","FP7","TU GRAZ"
"233904","ADSEAT","Adaptive seat to reduce neck injuries for female and male occupants","2009-10-01","2013-03-31","FP7-SST-2008-RTD-1","false","FP7","TU GRAZ"
"607232","THINFACE","Thin-film Hybrid Interfaces: a training initiative for the design of next-generation energy devices","2013-09-01","2017-10-31","FP7-PEOPLE-2013-ITN","false","FP7","TU GRAZ"
"611526","MAGELLAN","a Multimodal Authoring and Gaming Environment for Location-based coLlaborative AdveNtures","2013-10-01","2017-09-30","FP7-ICT-2013-10","false","FP7","TU GRAZ"
"607078","EPISECC","Establish Pan-European Information Space to Enhance seCurity of Citziens","2014-06-01","2017-10-31","FP7-SEC-2013-1","false","FP7","TU GRAZ"
"247935","BETTER","BNCI-driven Robotic Physical Therapies in Stroke Rehabilitation of Gait Disorders","2010-02-01","2013-01-31","FP7-ICT-2009-4","false","FP7","TU GRAZ"
"211468","EUMET","OLEFIN  METATHESIS AS A PRACTICAL SYNTHETIC TOOL","2008-11-01","2012-10-31","FP7-NMP-2007-SMALL-1","false","FP7","TU GRAZ"
"216679","MOGENTES","Model-based Generation of Tests for Dependable Embedded Systems","2008-01-01","2011-03-31","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"216356","MATURE","Continuous Social Learning in Knowledge Networks","2008-04-01","2012-05-31","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"315296","MARG","Development of a high resolution, low cost, short range precipitation radar system","2012-11-01","2014-10-31","FP7-SME-2012","false","FP7","TU GRAZ"
"278402","NOVO","Novel approaches for prevention and degeneration of pathogenic bacteria biofilms formed on medical devices e.g. catheters","2012-01-01","2014-12-31","FP7-HEALTH-2011-two-stage","true","FP7","TU GRAZ"
"314182","MATISSE","Modelling And Testing for Improved Safety of key composite StructurEs inalternatively powered vehicles","2012-10-01","2015-09-30","FP7-SST-2012-RTD-1","false","FP7","TU GRAZ"
"243529","COTTONBLEACH","Improved Novel Eco-Friendly Bleaching System for Cotton Using Enzyme and Ultrasound Processes","2010-01-01","2012-12-31","FP7-SME-2008-2","false","FP7","TU GRAZ"
"258114","NEXT-TELL","Next Generation Teaching, Education and Learning for Life","2010-09-01","2014-10-31","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"245113","KEEPEMALIVE","Knowledge to Enhance the Endurance of PEM fuel cells by Accelerated LIfetime Verification Experiments","2010-01-01","2013-06-30","FCH-JU-2008-1","false","FP7","TU GRAZ"
"607865","S-HELP","Securing Health.Emergency.Learning.Planning","2014-02-01","2017-01-31","FP7-SEC-2013-1","false","FP7","TU GRAZ"
"600641","GO-SMART","A Generic Open-end Simulation Environment for Minimally Invasive Cancer Treatment","2013-04-01","2016-06-30","FP7-ICT-2011-9","false","FP7","TU GRAZ"
"608142","VALCRI","Visual Analytics for Sense-making in CRiminal Intelligence analysis","2014-05-01","2018-06-30","FP7-SEC-2013-1","false","FP7","TU GRAZ"
"233942","ASSESS","Assessment of Integrated Vehicle Safety Systems for improved vehicle safety","2009-07-01","2012-12-31","FP7-SST-2008-RTD-1","false","FP7","TU GRAZ"
"228827","NANOFOL","Folate-based nanobiodevices for integrated diagnosis/therapy targeting chronic inflammatory diseases","2009-12-01","2013-11-30","FP7-NMP-2008-LARGE-2","false","FP7","TU GRAZ"
"606073","LIGNOFOOD","Ingredients for Food and Beverage industry from a lignocellulosic source","2013-11-01","2015-12-31","FP7-SME-2013","false","FP7","TU GRAZ"
"215434","GRAPPLE","Generic Responsive Adaptive Personalized Learning Environment","2008-02-01","2011-01-31","FP7-ICT-2007-1","false","FP7","TU GRAZ"
"224631","TOBI","Tools for Brain-Computer Interaction","2008-11-01","2013-01-31","FP7-ICT-2007-2","false","FP7","TU GRAZ"
"605460","EPSILON","small Electric Passenger vehicle with maximized Safety and Integrating a Lightweight Oriented Novel body architecture","2013-11-01","2017-02-28","FP7-SST-2013-RTD-1","false","FP7","TU GRAZ"
"312148","BIOINTENSE","Mastering bioprocess Integration and intensification across scales","2012-08-01","2016-01-31","FP7-KBBE-2012-6-singlestage","false","FP7","TU GRAZ"
"609593","BNCI HORIZON 2020","The Future of Brain/Neural Computer Interaction: Horizon 2020","2013-11-01","2015-04-30","FP7-ICT-2013-10","false","FP7","TU GRAZ"
"218123","SECRICOM","Seamless Communication for Crisis Management","2008-09-01","2012-04-30","FP7-SEC-2007-1","false","FP7","TU GRAZ"
"608770","EDAS","Holistic Energy Management for third and fourth generation of EVs:eDAS = efficiency powered by smart Design meaningful Architecture connected Systems","2013-10-01","2016-12-31","FP7-2013-ICT-GC","false","FP7","TU GRAZ"
"237955","FACETS-ITN","Fast Analog Computing with Emergent Transient States - Initial Training Network (FACETS-ITN)","2009-09-01","2013-08-31","FP7-PEOPLE-ITN-2008","false","FP7","TU GRAZ"
"282775","UMBRELLA","Toolbox for Common Forecasting, Risk assessment, and Operational Optimisation in Grid Security Cooperations of Transmission System Operators (TSOs)","2012-01-01","2015-12-31","FP7-ENERGY-2011-1","true","FP7","TU GRAZ"
"284354","HERCULES-C","HIGHER EFFICIENCY, REDUCED EMISSIONS, INCREASED RELIABILITY AND LIFETIME, ENGINES FOR SHIPS","2012-01-01","2014-12-31","FP7-SST-2011-RTD-1","false","FP7","TU GRAZ"
"120228","MAS","Nanoelectronics for Mobile AAL Systems","2010-04-01","2013-03-01","ENIAC-2009-1","false","FP7","TU GRAZ"
"312483","ESTEEM 2","Enabling Science and Technology through European Electron Microscopy","2012-10-01","2016-09-30","FP7-INFRASTRUCTURES-2012-1-RTD","false","FP7","TU GRAZ"
"213266","ALFA-BIRD","Alternative Fuels and Biofuels for Aircraft Development","2008-07-01","2012-06-30","FP7-AAT-2007-RTD-1","false","FP7","TU GRAZ"
"604647","NANOCATE","Nano-carbons for versatile power supply modules","2013-10-01","2017-09-30","FP7-NMP-2013-SMALL-7","false","FP7","TU GRAZ"
"120003","MODERN","MOdeling and DEsign of Reliable, process variation-aware Nanoelectronic devices, circuits and systems","2009-03-01","2012-02-01","JU-ENIAC-2008-1","false","FP7","TU GRAZ"
"269921","BRAINSCALES","Brain-inspired multiscale computation in neuromorphic hybrid systems","2011-01-01","2015-03-31","FP7-ICT-2009-6","false","FP7","TU GRAZ"
"231396","ROLE","RESPONSIVE OPEN LEARNING ENVIRONMENTS","2009-02-01","2013-01-31","FP7-ICT-2007-3","false","FP7","TU GRAZ"
"318424","FUTUREID","Shaping the future of electronic identity","2012-11-01","2015-10-31","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"318209","LAYERS","Learning Layers - Scaling up Technologies for Informal Learning in SME Clusters","2012-11-01","2016-12-31","FP7-ICT-2011-8","false","FP7","TU GRAZ"
"314468","MODULUSHCA","Modular Logistics Units in Shared Co-modal Networks","2012-10-01","2016-01-31","FP7-SST-2012-RTD-1","false","FP7","TU GRAZ"
"278373","DIABAT","Recruitment and activation of brown adipocytes as preventive and curative therapy for type 2 diabetes","2011-10-01","2015-09-30","FP7-HEALTH-2011-two-stage","true","FP7","TU GRAZ"
"257488","E-BRAINS","Best-Reliable Ambient Intelligent Nano Sensor Systems","2010-09-01","2014-02-28","FP7-ICT-2009-5","false","FP7","TU GRAZ"
"231717","TARGET","Transformative, Adaptive, Responsive and enGaging EnvironmenT","2009-01-01","2012-10-31","FP7-ICT-2007-3","false","FP7","TU GRAZ"
"231809","3D-COFORM","Tools and Expertise for 3D Collection Formation","2008-12-01","2012-11-30","FP7-ICT-2007-3","false","FP7","TU GRAZ"
"285121","MAINLINE","MAINtenance, renewaL and Improvement of rail transport iNfrastructure to reduce Economic and environmental impacts","2011-10-01","2014-09-30","FP7-SST-2011-RTD-1","false","FP7","TU GRAZ"
